Mat,No.,ID,Qn,Q,Pt,SOC,SOE,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,SOH,Pack_SOH_mean,Pack_SOH_median,Pack_SOH_std,Pack_SOH_min,Pack_SOH_max,Pack_SOH_skew,Predicted_SOH,Predicted_Health_Status
NMC,4,D3-400,2.1,1.7452,5,30,24.93142857142857,3.7131,3.7301,3.7434,3.7264,3.7149,3.7,3.6824,3.7007,3.7118,3.7456,3.7713,3.7366,3.7165,3.6805,3.6495,3.6852,3.7106,3.7735,3.8244,3.7565,3.7205,0.831047619047619,3.723500000000001,3.7165,0.0382486993242907,3.6495,3.8244,0.6691867303305845,0.8127003490437816,Healthy
NMC,5,D3-500,2.1,1.6421,5,30,23.458571428571428,3.7304,3.7484,3.7599,3.7428,3.7326,3.7152,3.7013,3.7196,3.7289,3.7624,3.7868,3.7521,3.7348,3.7003,3.6703,3.7069,3.7276,3.7965,3.8392,3.7704,3.7391,0.7819523809523808,3.741214285714285,3.7348,0.0372487085106891,3.6703,3.8392,0.7310631569073255,0.7701411450264647,Healthy
NMC,6,D3-600,2.1,1.5016,5,30,21.45142857142857,3.7608,3.7779,3.7881,3.7704,3.763,3.7447,3.7348,3.7521,3.7593,3.7955,3.8138,3.7775,3.7648,3.7307,3.7081,3.7444,3.7577,3.8312,3.8643,3.793,3.7695,0.715047619047619,3.7715047619047617,3.7648,0.0352081024224606,3.7081,3.8643,0.8747886409957186,0.7346582816515717,Healthy
NMC,7,D4-100,2.1,1.9134,5,30,27.33428571428572,3.6749,3.6923,3.7031,3.6848,3.6762,3.6588,3.648,3.6662,3.6743,3.7127,3.7301,3.6923,3.6774,3.6418,3.6197,3.6585,3.6737,3.7468,3.7831,3.709,3.6796,0.9111428571428573,3.685871428571428,3.6774,0.0367344816603847,3.6197,3.7831,0.8752865780673318,0.9030389806048704,Healthy
NMC,8,D4-200,2.1,1.8448,5,30,26.354285714285712,3.6861,3.7034,3.7162,3.6994,3.6873,3.6712,3.6557,3.6731,3.6855,3.7224,3.7453,3.709,3.6886,3.6542,3.6244,3.661,3.6842,3.7555,3.7999,3.7292,3.691,0.8784761904761904,3.6972666666666663,3.6886,0.0390769156067023,3.6244,3.7999,0.7605703781222043,0.8587528143156957,Healthy
NMC,9,D4-300,2.1,1.7955,5,30,25.65,3.6994,3.7149,3.731,3.7143,3.7016,3.6833,3.6681,3.6861,3.6988,3.736,3.7602,3.727,3.7028,3.6656,3.6352,3.6706,3.6979,3.7655,3.8151,3.7468,3.7059,0.855,3.7107666666666654,3.7028,0.0400740481276016,3.6352,3.8151,0.6761884251386278,0.8394668687095854,Healthy
NMC,10,D4-400,2.1,1.7384,5,30,24.83428571428572,3.7149,3.7295,3.7444,3.7276,3.7168,3.7,3.6852,3.7022,3.7137,3.7453,3.7713,3.7385,3.7183,3.6845,3.6532,3.687,3.7124,3.7819,3.8225,3.758,3.7227,0.8278095238095238,3.725233333333333,3.7183,0.037714298791484,3.6532,3.8225,0.6771271040056763,0.8188707590933383,Healthy
NMC,11,D4-500,2.1,1.6765,5,30,23.95,3.7286,3.7453,3.7571,3.7403,3.731,3.7146,3.7,3.7171,3.7267,3.7617,3.7834,3.7515,3.7329,3.6985,3.6693,3.7034,3.7255,3.7934,3.833,3.7686,3.7375,0.7983333333333333,3.739019047619048,3.7329,0.036462468636224,3.6693,3.833,0.664214232155977,0.7911429171236215,Healthy
NMC,12,D4-600,2.1,1.6112,5,30,23.01714285714285,3.7456,3.7627,3.7723,3.7555,3.7481,3.7329,3.7193,3.7363,3.7441,3.7763,3.7974,3.7639,3.75,3.7152,3.692,3.7245,3.7422,3.8107,3.8464,3.7797,3.7546,0.7672380952380952,3.755700000000001,3.75,0.0344857941767331,3.692,3.8464,0.7878962248259949,0.7604607211077727,Healthy
NMC,13,E3-200,2.1,1.8787,5,30,26.83857142857143,3.6817,3.696,3.7115,3.6935,3.683,3.6656,3.652,3.6693,3.6808,3.7158,3.7394,3.7059,3.6842,3.6486,3.6216,3.6594,3.6799,3.741,3.7924,3.7242,3.687,0.8946190476190476,3.692038095238095,3.6842,0.0375382401850496,3.6216,3.7924,0.7574541451934239,0.8842622102168404,Healthy
NMC,14,E3-300,2.1,1.8272,5,30,26.10285714285714,3.6945,3.7118,3.7255,3.7084,3.696,3.679,3.6635,3.6799,3.6932,3.7286,3.7543,3.7208,3.6979,3.6616,3.6312,3.6675,3.6923,3.7577,3.8079,3.741,3.701,0.870095238095238,3.705409523809523,3.6979,0.0391765351296143,3.6312,3.8079,0.6832901359576168,0.8303230903594544,Healthy
NMC,15,E3-400,2.1,1.7676,5,30,25.25142857142857,3.7112,3.7279,3.7413,3.7242,3.7134,3.6969,3.6814,3.6976,3.7103,3.7434,3.7682,3.7351,3.7149,3.6821,3.6495,3.6848,3.709,3.7695,3.82,3.7549,3.7186,0.8417142857142857,3.721628571428572,3.7149,0.0372694263821854,3.6495,3.82,0.6763433255844341,0.8330721768393533,Healthy
NMC,16,E3-500,2.1,1.6929,5,30,24.18428571428572,3.7264,3.7437,3.7555,3.7388,3.7292,3.7121,3.6985,3.7158,3.7251,3.758,3.7816,3.7481,3.7307,3.6982,3.6678,3.7019,3.7239,3.7853,3.8321,3.7667,3.7351,0.8061428571428572,3.736880952380953,3.7307,0.0359234967541805,3.6678,3.8321,0.7071877547942973,0.8006861349211458,Healthy
NMC,17,E3-600,2.1,1.5726,5,30,22.465714285714284,3.7549,3.7723,3.7813,3.7648,3.7571,3.741,3.7301,3.7472,3.7537,3.7844,3.8058,3.7726,3.7589,3.7282,3.7041,3.7366,3.7521,3.8147,3.8541,3.7875,3.7633,0.7488571428571428,3.7649857142857135,3.7589,0.0330242378521334,3.7041,3.8541,0.8544868623554503,0.781037956507165,Healthy
NMC,18,E4-100,2.1,1.9052,5,30,27.217142857142857,3.6743,3.6895,3.7031,3.6842,3.6755,3.6588,3.6464,3.6659,3.6734,3.7112,3.7304,3.6945,3.6768,3.6383,3.6182,3.6535,3.6728,3.7419,3.7837,3.7143,3.6793,0.9072380952380952,3.685047619047619,3.6768,0.0372750267477787,3.6182,3.7837,0.8168276534755077,0.8875515054672782,Healthy
NMC,19,E4-200,2.1,1.8324,5,30,26.17714285714285,3.6864,3.7044,3.7174,3.6988,3.6879,3.6706,3.6554,3.674,3.6855,3.723,3.7462,3.7134,3.6889,3.6545,3.6235,3.6619,3.6845,3.754,3.8014,3.7344,3.6917,0.8725714285714286,3.697990476190476,3.6889,0.0395857790723121,3.6235,3.8014,0.7184968828784162,0.8578993939272825,Healthy
NMC,20,E4-300,2.1,1.7794,5,30,25.42,3.6997,3.7174,3.7317,3.7137,3.7019,3.6845,3.6678,3.6861,3.6988,3.7363,3.7611,3.7273,3.7034,3.6656,3.6343,3.6712,3.6976,3.762,3.8166,3.7459,3.7069,0.8473333333333334,3.710942857142857,3.7034,0.0401203760130506,3.6343,3.8166,0.6711167883968719,0.8072494431458034,Healthy
NMC,21,E4-400,2.1,1.7229,5,30,24.612857142857145,3.7171,3.7348,3.7465,3.7301,3.7189,3.7022,3.687,3.7047,3.7158,3.7509,3.7744,3.7413,3.7208,3.6858,3.6554,3.6901,3.7149,3.7856,3.8265,3.7614,3.7248,0.8204285714285714,3.728047619047619,3.7208,0.0383042898256529,3.6554,3.8265,0.6718468396790402,0.8263732890504438,Healthy
NMC,22,E4-500,2.1,1.6562,5,30,23.66,3.7276,3.745,3.7568,3.7391,3.7298,3.7143,3.6994,3.7174,3.7267,3.7617,3.7834,3.7503,3.7317,3.6982,3.6693,3.7031,3.7251,3.7961,3.8355,3.7698,3.736,0.7886666666666666,3.7388714285714286,3.7317,0.0371253840768973,3.6693,3.8355,0.7386245890457365,0.777790942968132,Healthy
NMC,23,E4-600,2.1,1.5474,5,30,22.105714285714285,3.7568,3.7741,3.7834,3.7661,3.7593,3.7447,3.732,3.7496,3.7558,3.7887,3.8082,3.7748,3.7608,3.7273,3.7059,3.74,3.754,3.8247,3.8572,3.7918,3.7651,0.7368571428571429,3.767633333333333,3.7608,0.0340473689634504,3.7059,3.8572,0.8507700879769987,0.7618940870523581,Healthy
NMC,24,H3-100,2.1,1.8995,5,30,27.135714285714283,3.6743,3.6914,3.7028,3.6852,3.6755,3.6566,3.6461,3.6656,3.6734,3.7127,3.7307,3.6948,3.6768,3.6405,3.6179,3.6573,3.6728,3.7428,3.7844,3.7112,3.679,0.9045238095238096,3.6853238095238106,3.6768,0.0372508779059219,3.6179,3.7844,0.8371085163622101,0.9020494775347537,Healthy
NMC,25,H3-200,2.1,1.8332,5,30,26.188571428571425,3.6848,3.7038,3.7162,3.6988,3.6861,3.6684,3.6532,3.6715,3.6839,3.7205,3.7456,3.7087,3.6873,3.6489,3.621,3.6591,3.6833,3.7521,3.8014,3.7329,3.6901,0.8729523809523809,3.696076190476192,3.6873,0.0402223806451322,3.621,3.8014,0.7133909756869465,0.8618054760390961,Healthy
NMC,26,H3-400,2.1,1.7239,5,30,24.627142857142857,3.7155,3.7335,3.7462,3.7286,3.7174,3.6988,3.6845,3.7025,3.714,3.7465,3.7744,3.74,3.7193,3.6821,3.6511,3.6855,3.7127,3.7872,3.8281,3.7593,3.7233,0.8209047619047619,3.726214285714285,3.7193,0.0396590000594352,3.6511,3.8281,0.6748155224287824,0.7790162894475042,Healthy
NMC,27,H3-500,2.1,1.6369,5,30,23.38428571428572,3.7326,3.7484,3.762,3.7444,3.7351,3.7174,3.7038,3.7214,3.7313,3.7676,3.789,3.7534,3.7372,3.7003,3.6731,3.7096,3.7295,3.8033,3.8414,3.7741,3.7416,0.7794761904761904,3.743642857142857,3.7372,0.0377540404649432,3.6731,3.8414,0.737207998974314,0.7407585923881734,Healthy
NMC,28,H3-600,2.1,1.5406,5,30,22.008571428571425,3.7574,3.7754,3.785,3.7664,3.7596,3.7431,3.731,3.7496,3.7555,3.7934,3.8104,3.7744,3.7617,3.7242,3.7038,3.741,3.754,3.8271,3.8609,3.7903,3.7658,0.7336190476190476,3.768095238095238,3.7617,0.0354449358327882,3.7038,3.8609,0.8226697529066562,0.7296654906750379,Healthy
NMC,29,H4-100,2.1,1.8972,5,30,27.10285714285714,3.6768,3.6932,3.7047,3.6864,3.678,3.66,3.6492,3.6687,3.6759,3.7118,3.7313,3.6951,3.6793,3.6424,3.6225,3.6597,3.6752,3.749,3.7831,3.7146,3.6817,0.9034285714285714,3.687552380952381,3.6793,0.0365732773900237,3.6225,3.7831,0.8454300907683945,0.9017000928302045,Healthy
NMC,30,H4-200,2.1,1.8208,5,30,26.01142857142857,3.6898,3.7078,3.7193,3.7019,3.691,3.6721,3.6597,3.6786,3.6883,3.7214,3.7475,3.7118,3.6923,3.661,3.6294,3.6641,3.6873,3.7565,3.8011,3.7366,3.6951,0.867047619047619,3.7006,3.6923,0.0382472221213515,3.6294,3.8011,0.766382315571847,0.8564620899476151,Healthy
NMC,31,H4-300,2.1,1.757,5,30,25.099999999999994,3.7081,3.7261,3.7388,3.7211,3.71,3.691,3.6771,3.6957,3.7065,3.7388,3.7673,3.7341,3.7115,3.6755,3.6452,3.6817,3.7056,3.7803,3.8219,3.7562,3.7152,0.8366666666666666,3.7194142857142856,3.7115,0.0397145601223818,3.6452,3.8219,0.717262479857358,0.8024380059077572,Healthy
NMC,32,H4-400,2.1,1.6401,5,30,23.43,3.7363,3.7512,3.7648,3.7475,3.7388,3.723,3.7084,3.7267,3.7348,3.7701,3.7912,3.7571,3.7403,3.7047,3.6793,3.7162,3.7335,3.8008,3.8426,3.7741,3.7444,0.7809999999999999,3.746942857142858,3.7403,0.0360942318304264,3.6793,3.8426,0.773262463368593,0.7795809720166476,Healthy
NMC,33,H4-500,2.1,1.4317,5,30,20.45285714285714,3.7831,3.802,3.8101,3.7912,3.7856,3.7667,3.758,3.7769,3.7816,3.8188,3.8352,3.7983,3.7872,3.7496,3.7326,3.7686,3.7803,3.8532,3.8854,3.8126,3.7909,0.6817619047619047,3.793709523809524,3.7872,0.0347646789825809,3.7326,3.8854,0.886968333640019,0.7317050485262504,Healthy
NMC,34,H4-600,2.1,1.286,5,30,18.37142857142857,3.8042,3.8234,3.8306,3.812,3.8064,3.7872,3.7797,3.7983,3.803,3.8417,3.856,3.8188,3.8076,3.7707,3.7549,3.7918,3.8017,3.8752,3.9059,3.8309,3.8113,0.6123809523809524,3.8148238095238094,3.8076,0.0345403807848423,3.7549,3.9059,0.9188962108769716,0.7342276621820802,Healthy
NMC,35,I3-100,2.1,1.9383,5,30,27.69,3.6687,3.6842,3.6979,3.679,3.67,3.6532,3.6405,3.6597,3.6681,3.701,3.7255,3.6883,3.6712,3.6362,3.612,3.652,3.6675,3.7403,3.7794,3.7038,3.6734,0.923,3.679614285714285,3.6712,0.0371904058288462,3.612,3.7794,0.9024347888000626,0.8967684221656186,Healthy
NMC,36,I3-200,2.1,1.8665,5,30,26.664285714285715,3.6793,3.6982,3.7115,3.6932,3.6805,3.665,3.6467,3.6666,3.678,3.7168,3.7416,3.7062,3.6817,3.6492,3.6135,3.6489,3.6774,3.7555,3.7986,3.7258,3.6842,0.8888095238095238,3.691352380952381,3.6817,0.0414572022578419,3.6135,3.7986,0.7278022451880292,0.8452665620234346,Healthy
NMC,37,I3-300,2.1,1.8076,5,30,25.822857142857146,3.6926,3.7115,3.7267,3.7078,3.6948,3.6771,3.6588,3.6777,3.6917,3.7307,3.7574,3.7199,3.6963,3.6566,3.6225,3.6591,3.6907,3.762,3.8154,3.7425,3.6997,0.8607619047619047,3.7043571428571433,3.6963,0.0428022729703525,3.6225,3.8154,0.6395748327411708,0.7843386832782032,Healthy
NMC,38,I3-400,2.1,1.745,5,30,24.928571428571427,3.71,3.7292,3.7425,3.7239,3.7124,3.6929,3.6768,3.6951,3.7084,3.7416,3.7717,3.7369,3.714,3.6808,3.6411,3.6762,3.7069,3.7772,3.8268,3.7555,3.7183,0.830952380952381,3.7208666666666663,3.714,0.0408396172035602,3.6411,3.8268,0.6261655152795044,0.7648414478162489,Healthy
NMC,39,I3-500,2.1,1.6856,5,30,24.08,3.7193,3.7375,3.7509,3.7329,3.7217,3.7041,3.687,3.7047,3.7174,3.7549,3.7794,3.7431,3.7236,3.6901,3.6532,3.6904,3.7158,3.7906,3.8343,3.7642,3.7286,0.8026666666666666,3.730652380952381,3.7236,0.040155953718566,3.6532,3.8343,0.6684847199406109,0.7321927898671625,Healthy
NMC,40,I3-600,2.1,1.6119,5,30,23.02714285714286,3.7434,3.762,3.7717,3.7537,3.7459,3.7286,3.7152,3.7335,3.7413,3.7766,3.7983,3.7633,3.7478,3.7103,3.6858,3.7211,3.7394,3.8135,3.8501,3.7794,3.7527,0.7675714285714286,3.7539809523809526,3.7478,0.0368540855136525,3.6858,3.8501,0.766871934530371,0.7127384252479338,Healthy
NMC,41,I4-100,2.1,1.8945,5,30,27.06428571428572,3.6749,3.6917,3.7038,3.6852,3.6762,3.6594,3.6467,3.6653,3.6743,3.7109,3.731,3.6938,3.6771,3.6402,3.6191,3.6582,3.6734,3.749,3.7844,3.7118,3.6796,0.9021428571428572,3.686,3.6771,0.0374397649565272,3.6191,3.7844,0.8641121712851251,0.8855525740498805,Healthy
NMC,42,I4-200,2.1,1.8275,5,30,26.10714285714285,3.6855,3.7047,3.7168,3.6997,3.687,3.669,3.6542,3.6734,3.6845,3.7202,3.7462,3.7124,3.6883,3.6514,3.6222,3.66,3.6839,3.7602,3.802,3.7335,3.691,0.8702380952380951,3.697433333333335,3.6883,0.0405525625988461,3.6222,3.802,0.7245265377490354,0.8522876565540382,Healthy
NMC,43,I4-400,2.1,1.7245,5,30,24.63571428571429,3.7149,3.7332,3.7459,3.7286,3.7171,3.7,3.6839,3.7016,3.714,3.7475,3.7741,3.74,3.7186,3.6821,3.6504,3.6867,3.7124,3.7772,3.8278,3.7602,3.723,0.8211904761904761,3.7256761904761904,3.7186,0.0389901000865848,3.6504,3.8278,0.65274601055151,0.789904417463027,Healthy
NMC,44,I4-500,2.1,1.6775,5,30,23.964285714285715,3.7214,3.7369,3.7518,3.7351,3.7242,3.7087,3.6917,3.71,3.7202,3.7571,3.7797,3.7444,3.7261,3.6914,3.6597,3.6966,3.7189,3.7921,3.833,3.7636,3.7304,0.7988095238095237,3.733,3.7261,0.0384554937557691,3.6597,3.833,0.7197026800488341,0.7642099116426222,Healthy
NMC,45,I4-600,2.1,1.5797,5,30,22.56714285714286,3.7484,3.7642,3.776,3.7583,3.7509,3.7332,3.7217,3.74,3.7472,3.781,3.802,3.7673,3.7527,3.7199,3.6938,3.7307,3.7456,3.8141,3.8529,3.7847,3.7574,0.7522380952380953,3.759142857142857,3.7527,0.0351918963886371,3.6938,3.8529,0.8315277769946189,0.76238574527171,Healthy
NMC,46,J1-100,2.1,1.9212,5,30,27.445714285714285,3.6743,3.6926,3.7025,3.6842,3.6755,3.6576,3.6467,3.665,3.6737,3.7106,3.7301,3.6941,3.6765,3.6396,3.6191,3.6554,3.6731,3.7468,3.7825,3.7131,3.679,0.9148571428571428,3.685333333333333,3.6765,0.0372355117238011,3.6191,3.7825,0.8305709585133784,0.9092780147150832,Healthy
NMC,47,J1-200,2.1,1.8448,5,30,26.354285714285712,3.6861,3.7041,3.7171,3.6991,3.6873,3.6703,3.6554,3.6734,3.6855,3.7208,3.7462,3.7115,3.6889,3.6526,3.6238,3.66,3.6845,3.7571,3.8014,3.7332,3.6917,0.8784761904761904,3.697619047619048,3.6889,0.0398522473525348,3.6238,3.8014,0.7391841854845225,0.8463904373252071,Healthy
NMC,48,J1-300,2.1,1.7948,5,30,25.64,3.7007,3.718,3.7326,3.7149,3.7022,3.6848,3.6687,3.687,3.6997,3.7357,3.762,3.7261,3.7038,3.6706,3.6352,3.67,3.6988,3.7717,3.8172,3.7484,3.7075,0.8546666666666666,3.7121714285714287,3.7038,0.0405816601786711,3.6352,3.8172,0.6914975460357113,0.8165991221122711,Healthy
NMC,49,J1-400,2.1,1.7234,5,30,24.62,3.7205,3.7379,3.7503,3.7326,3.7224,3.7053,3.6904,3.7075,3.7193,3.7503,3.7775,3.7456,3.7242,3.6889,3.6588,3.6957,3.7177,3.78,3.8293,3.7627,3.7282,0.8206666666666667,3.730719047619048,3.7242,0.0373377773715525,3.6588,3.8293,0.6829757102844178,0.8019586377012906,Healthy
NMC,50,J1-500,2.1,1.6197,5,30,23.138571428571424,3.7447,3.762,3.7723,3.7555,3.7472,3.7295,3.718,3.7351,3.7434,3.7775,3.7983,3.7655,3.7493,3.7146,3.6904,3.7258,3.7419,3.8113,3.8482,3.7825,3.7537,0.7712857142857142,3.755557142857143,3.7493,0.0353737836741925,3.6904,3.8482,0.7804741734228574,0.7674258955394959,Healthy
NMC,51,J1-600,2.1,1.469,5,30,20.985714285714284,3.7698,3.7875,3.7958,3.7785,3.772,3.7543,3.745,3.763,3.7682,3.8005,3.8206,3.7853,3.7738,3.7382,3.7199,3.7555,3.767,3.8346,3.869,3.8023,3.7779,0.6995238095238095,3.779938095238095,3.7738,0.0335091998739223,3.7199,3.869,0.8633296491245469,0.7691584769326681,Healthy
NMC,52,J2-100,2.1,1.9156,5,30,27.365714285714283,3.6737,3.6938,3.7047,3.6839,3.6749,3.6557,3.6439,3.6647,3.6734,3.7127,3.7344,3.6938,3.6759,3.638,3.6129,3.6548,3.6728,3.7534,3.7924,3.7124,3.6783,0.912190476190476,3.685738095238095,3.6759,0.0403884324552275,3.6129,3.7924,0.8740102570665848,0.8603988838878055,Healthy
NMC,53,J2-200,2.1,1.8418,5,30,26.31142857142857,3.6879,3.7069,3.7224,3.7025,3.6895,3.6703,3.6542,3.6734,3.6873,3.7273,3.7543,3.7168,3.6907,3.6554,3.6185,3.6588,3.6864,3.7589,3.8144,3.7385,3.6941,0.8770476190476191,3.700404761904762,3.6907,0.0431899117409433,3.6185,3.8144,0.7274301842883446,0.7919494679302687,Healthy
NMC,54,J2-300,2.1,1.7876,5,30,25.537142857142857,3.7025,3.7205,3.7369,3.7174,3.7047,3.687,3.6684,3.6889,3.7019,3.7403,3.7686,3.731,3.7062,3.6693,3.6315,3.6728,3.7007,3.7766,3.8281,3.7518,3.71,0.8512380952380952,3.715004761904762,3.7062,0.0432691053315235,3.6315,3.8281,0.6903793908288147,0.7608357563225262,Healthy
NMC,55,J2-400,2.1,1.7164,5,30,24.52,3.7224,3.7403,3.7537,3.7357,3.7248,3.7053,3.6907,3.7103,3.7208,3.7593,3.7828,3.7487,3.7264,3.6901,3.6569,3.6963,3.7196,3.7934,3.8377,3.7682,3.731,0.8173333333333332,3.734019047619048,3.7264,0.0402123814147784,3.6569,3.8377,0.6660098151952585,0.7634850356751304,Healthy
NMC,56,J2-500,2.1,1.5775,5,30,22.53571428571428,3.7447,3.7639,3.7741,3.7562,3.7472,3.7286,3.7158,3.7351,3.7431,3.7788,3.8014,3.7645,3.7493,3.7109,3.6861,3.7251,3.7416,3.8182,3.8544,3.7813,3.754,0.7511904761904761,3.755919047619048,3.7493,0.0377762441098584,3.6861,3.8544,0.7831969970790326,0.7215521490938275,Healthy
NMC,57,J2-600,2.1,1.4437,5,30,20.624285714285712,3.7769,3.7965,3.8045,3.7862,3.7794,3.762,3.7506,3.7704,3.7751,3.8144,3.8312,3.7927,3.781,3.7428,3.7239,3.763,3.7738,3.8507,3.8829,3.8079,3.7853,0.6874761904761905,3.788152380952381,3.781,0.0360892867628,3.7239,3.8829,0.8786062660809242,0.7074709187903172,Healthy
NMC,58,J3-200,2.1,1.8194,5,30,25.991428571428568,3.6904,3.7087,3.7208,3.7034,3.6917,3.6734,3.66,3.6783,3.6895,3.7267,3.75,3.7134,3.6929,3.656,3.6287,3.6669,3.6886,3.763,3.8048,3.7344,3.696,0.8663809523809523,3.701790476190476,3.6929,0.0395865116518481,3.6287,3.8048,0.7553959974594026,0.8457686138151049,Healthy
NMC,59,J3-300,2.1,1.7594,5,30,25.13428571428572,3.7075,3.7236,3.7388,3.7211,3.7096,3.691,3.6762,3.6954,3.7062,3.7413,3.7682,3.7323,3.7112,3.6755,3.6436,3.6817,3.7053,3.7738,3.8237,3.7521,3.7146,0.8378095238095238,3.718700000000001,3.7112,0.0396012121026617,3.6436,3.8237,0.741456517390825,0.8006315130073495,Healthy
NMC,60,J3-400,2.1,1.6817,5,30,24.02428571428572,3.7273,3.7453,3.7558,3.7394,3.7292,3.7115,3.6991,3.7171,3.7261,3.7577,3.7828,3.7487,3.731,3.6966,3.6693,3.7053,3.7248,3.7949,3.8346,3.7658,3.7351,0.8008095238095237,3.737971428571429,3.731,0.0367042932482992,3.6693,3.8346,0.7725187943663195,0.7990375686779347,Healthy
NMC,61,J3-500,2.1,1.4958,5,30,21.36857142857143,3.7695,3.7875,3.7961,3.7788,3.7717,3.7537,3.7447,3.7624,3.7686,3.8051,3.8219,3.7868,3.7732,3.7375,3.7186,3.7552,3.767,3.8374,3.8718,3.8005,3.7772,0.7122857142857143,3.780247619047619,3.7732,0.0345403332214328,3.7186,3.8718,0.8731023677570504,0.7598607819871344,Healthy
NMC,62,J3-600,2.1,1.301,5,30,18.585714285714285,3.7955,3.8141,3.8222,3.8039,3.798,3.7791,3.771,3.7899,3.7946,3.8312,3.8473,3.8101,3.7992,3.7617,3.7462,3.7825,3.7934,3.865,3.8975,3.8234,3.8027,0.6195238095238095,3.806119047619048,3.7992,0.0343979740544064,3.7462,3.8975,0.9148452598594669,0.7503610380292354,Healthy
NMC,63,J4-100,2.1,1.8809,5,30,26.87,3.683,3.7007,3.7109,3.6926,3.6845,3.6666,3.6563,3.6743,3.6821,3.718,3.7375,3.7028,3.6858,3.6492,3.629,3.6662,3.6814,3.7521,3.7896,3.7193,3.6879,0.8956666666666666,3.6938,3.6858,0.0362032180890042,3.629,3.7896,0.8493010972666896,0.8894935382863367,Healthy
NMC,64,J4-200,2.1,1.8001,5,30,25.715714285714284,3.7,3.7171,3.7292,3.7115,3.7013,3.6833,3.6703,3.6889,3.6985,3.7298,3.7571,3.722,3.7025,3.6693,3.6408,3.6768,3.6979,3.7655,3.8101,3.741,3.7056,0.8571904761904762,3.7104047619047615,3.7025,0.0374466884542608,3.6408,3.8101,0.799076460128166,0.8622616127386928,Healthy
NMC,65,J4-400,2.1,1.6412,5,30,23.445714285714285,3.7434,3.758,3.7704,3.754,3.7459,3.7292,3.7177,3.7354,3.7422,3.7763,3.7955,3.7624,3.7475,3.7155,3.691,3.7255,3.7413,3.8082,3.8445,3.7788,3.7515,0.7815238095238095,3.754009523809524,3.7475,0.034195890173556,3.691,3.8445,0.825294958969855,0.817352289665132,Healthy
NMC,66,J4-500,2.1,1.4674,5,30,20.962857142857143,3.7788,3.7961,3.8042,3.7878,3.781,3.7633,3.7549,3.7726,3.7775,3.8123,3.8284,3.7955,3.7825,3.7478,3.7307,3.7658,3.7763,3.8451,3.8761,3.811,3.7865,0.6987619047619047,3.7892476190476194,3.7825,0.033070857549323,3.7307,3.8761,0.859668452306366,0.7849996039569281,Healthy
NMC,67,J4-600,2.1,1.3856,5,30,19.79428571428572,3.7924,3.8092,3.8175,3.8002,3.7943,3.7772,3.7689,3.7868,3.7912,3.8265,3.8417,3.8064,3.7958,3.762,3.745,3.7797,3.7903,3.8612,3.8895,3.8194,3.7996,0.6598095238095237,3.802609523809524,3.7958,0.0329272213337521,3.745,3.8895,0.936067677241042,0.788093722488417,Healthy
NMC,1,D3-100,2.1,1.9155,5,35,31.925,3.7127,3.7295,3.7406,3.7217,3.714,3.6951,3.6852,3.7044,3.7118,3.7465,3.7679,3.7323,3.7152,3.6805,3.6576,3.6926,3.7112,3.781,3.8203,3.7468,3.718,0.9121428571428573,3.723090476190477,3.7152,0.0364035699452939,3.6576,3.8203,0.8710253294098212,0.8700261643582907,Healthy
NMC,2,D3-200,2.1,1.8499,5,35,30.831666666666663,3.7282,3.7465,3.7568,3.7391,3.7301,3.7146,3.7003,3.7189,3.7273,3.7633,3.7837,3.7484,3.7313,3.6951,3.6715,3.7084,3.7267,3.7968,3.8352,3.7658,3.7348,0.880904761904762,3.7391809523809534,3.7313,0.0366338043212497,3.6715,3.8352,0.7769973711352974,0.8421658336832388,Healthy
NMC,3,D3-300,2.1,1.8004,5,35,30.006666666666668,3.7462,3.7642,3.7735,3.7574,3.7484,3.732,3.7199,3.7372,3.7453,3.7782,3.7996,3.7655,3.75,3.7186,3.6923,3.7276,3.7441,3.8123,3.8498,3.7816,3.754,0.8573333333333333,3.757033333333334,3.75,0.0349328832668208,3.6923,3.8498,0.8293104238200929,0.8068301683738546,Healthy
NMC,4,D3-400,2.1,1.7452,5,35,29.086666666666662,3.763,3.7797,3.7881,3.7717,3.7651,3.7484,3.7397,3.7565,3.762,3.7955,3.8116,3.7794,3.767,3.7341,3.7152,3.7481,3.7611,3.8256,3.8581,3.7934,3.7704,0.831047619047619,3.773033333333333,3.767,0.0321440559564802,3.7152,3.8581,0.8531041994199696,0.8342777909710523,Healthy
NMC,5,D3-500,2.1,1.6421,5,35,27.36833333333333,3.7806,3.7983,3.8054,3.7887,3.7831,3.7661,3.758,3.7748,3.7797,3.811,3.829,3.7961,3.7847,3.7512,3.7344,3.7692,3.7785,3.8467,3.8755,3.8092,3.7881,0.7819523809523808,3.7908714285714287,3.7847,0.0319738040098006,3.7344,3.8755,0.9143028305896742,0.7995169668429506,Healthy
NMC,6,D3-600,2.1,1.5016,5,35,25.026666666666667,3.8092,3.8268,3.8337,3.8169,3.811,3.794,3.7868,3.8042,3.8082,3.8436,3.8566,3.8228,3.8123,3.7803,3.7639,3.7986,3.807,3.878,3.9034,3.8352,3.816,0.715047619047619,3.819452380952381,3.8123,0.0320019627374262,3.7639,3.9034,0.9510558312551746,0.783491339720056,Healthy
