Mat,No.,ID,Qn,Q,Pt,SOC,SOE,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,SOH,Pack_SOH_mean,Pack_SOH_median,Pack_SOH_std,Pack_SOH_min,Pack_SOH_max,Pack_SOH_skew
NMC,46.0,J1-100,2.1,1.9212,5.0,30.0,27.445714285714285,3.6743,3.6926,3.7025,3.6842,3.6755,3.6576,3.6467,3.665,3.6737,3.7106,3.7301,3.6941,3.6765,3.6396,3.6191,3.6554,3.6731,3.7468,3.7825,3.7131,3.679,0.9148571428571428,3.685333333333334,3.6765,0.0372355117238011,3.6191,3.7825,0.8305709585133784
NMC,47.0,J1-200,2.1,1.8448,5.0,30.0,26.354285714285712,3.6861,3.7041,3.7171,3.6991,3.6873,3.6703,3.6554,3.6734,3.6855,3.7208,3.7462,3.7115,3.6889,3.6526,3.6238,3.66,3.6845,3.7571,3.8014,3.7332,3.6917,0.8784761904761904,3.6976190476190474,3.6889,0.0398522473525348,3.6238,3.8014,0.7391841854845225
NMC,48.0,J1-300,2.1,1.7948,5.0,30.0,25.64,3.7007,3.718,3.7326,3.7149,3.7022,3.6848,3.6687,3.687,3.6997,3.7357,3.762,3.7261,3.7038,3.6706,3.6352,3.67,3.6988,3.7717,3.8172,3.7484,3.7075,0.8546666666666666,3.7121714285714287,3.7038,0.0405816601786711,3.6352,3.8172,0.6914975460357113
NMC,49.0,J1-400,2.1,1.7234,5.0,30.0,24.62,3.7205,3.7379,3.7503,3.7326,3.7224,3.7053,3.6904,3.7075,3.7193,3.7503,3.7775,3.7456,3.7242,3.6889,3.6588,3.6957,3.7177,3.78,3.8293,3.7627,3.7282,0.8206666666666667,3.730719047619048,3.7242,0.0373377773715525,3.6588,3.8293,0.6829757102844178
NMC,50.0,J1-500,2.1,1.6197,5.0,30.0,23.138571428571424,3.7447,3.762,3.7723,3.7555,3.7472,3.7295,3.718,3.7351,3.7434,3.7775,3.7983,3.7655,3.7493,3.7146,3.6904,3.7258,3.7419,3.8113,3.8482,3.7825,3.7537,0.7712857142857142,3.7555571428571426,3.7493,0.0353737836741925,3.6904,3.8482,0.7804741734228574
NMC,51.0,J1-600,2.1,1.469,5.0,30.0,20.985714285714284,3.7698,3.7875,3.7958,3.7785,3.772,3.7543,3.745,3.763,3.7682,3.8005,3.8206,3.7853,3.7738,3.7382,3.7199,3.7555,3.767,3.8346,3.869,3.8023,3.7779,0.6995238095238095,3.779938095238095,3.7738,0.0335091998739223,3.7199,3.869,0.8633296491245469
NMC,52.0,J2-100,2.1,1.9156,5.0,30.0,27.365714285714283,3.6737,3.6938,3.7047,3.6839,3.6749,3.6557,3.6439,3.6647,3.6734,3.7127,3.7344,3.6938,3.6759,3.638,3.6129,3.6548,3.6728,3.7534,3.7924,3.7124,3.6783,0.912190476190476,3.685738095238095,3.6759,0.0403884324552275,3.6129,3.7924,0.8740102570665848
NMC,53.0,J2-200,2.1,1.8418,5.0,30.0,26.31142857142857,3.6879,3.7069,3.7224,3.7025,3.6895,3.6703,3.6542,3.6734,3.6873,3.7273,3.7543,3.7168,3.6907,3.6554,3.6185,3.6588,3.6864,3.7589,3.8144,3.7385,3.6941,0.8770476190476191,3.700404761904762,3.6907,0.0431899117409433,3.6185,3.8144,0.7274301842883446
NMC,54.0,J2-300,2.1,1.7876,5.0,30.0,25.537142857142857,3.7025,3.7205,3.7369,3.7174,3.7047,3.687,3.6684,3.6889,3.7019,3.7403,3.7686,3.731,3.7062,3.6693,3.6315,3.6728,3.7007,3.7766,3.8281,3.7518,3.71,0.8512380952380952,3.715004761904762,3.7062,0.0432691053315235,3.6315,3.8281,0.6903793908288147
NMC,55.0,J2-400,2.1,1.7164,5.0,30.0,24.52,3.7224,3.7403,3.7537,3.7357,3.7248,3.7053,3.6907,3.7103,3.7208,3.7593,3.7828,3.7487,3.7264,3.6901,3.6569,3.6963,3.7196,3.7934,3.8377,3.7682,3.731,0.8173333333333332,3.734019047619048,3.7264,0.0402123814147784,3.6569,3.8377,0.6660098151952585
NMC,56.0,J2-500,2.1,1.5775,5.0,30.0,22.53571428571428,3.7447,3.7639,3.7741,3.7562,3.7472,3.7286,3.7158,3.7351,3.7431,3.7788,3.8014,3.7645,3.7493,3.7109,3.6861,3.7251,3.7416,3.8182,3.8544,3.7813,3.754,0.7511904761904761,3.755919047619048,3.7493,0.0377762441098584,3.6861,3.8544,0.7831969970790326
NMC,57.0,J2-600,2.1,1.4437,5.0,30.0,20.624285714285712,3.7769,3.7965,3.8045,3.7862,3.7794,3.762,3.7506,3.7704,3.7751,3.8144,3.8312,3.7927,3.781,3.7428,3.7239,3.763,3.7738,3.8507,3.8829,3.8079,3.7853,0.6874761904761905,3.7881523809523814,3.781,0.0360892867628,3.7239,3.8829,0.8786062660809242
NMC,58.0,J3-200,2.1,1.8194,5.0,30.0,25.991428571428568,3.6904,3.7087,3.7208,3.7034,3.6917,3.6734,3.66,3.6783,3.6895,3.7267,3.75,3.7134,3.6929,3.656,3.6287,3.6669,3.6886,3.763,3.8048,3.7344,3.696,0.8663809523809523,3.701790476190476,3.6929,0.0395865116518481,3.6287,3.8048,0.7553959974594026
NMC,59.0,J3-300,2.1,1.7594,5.0,30.0,25.134285714285717,3.7075,3.7236,3.7388,3.7211,3.7096,3.691,3.6762,3.6954,3.7062,3.7413,3.7682,3.7323,3.7112,3.6755,3.6436,3.6817,3.7053,3.7738,3.8237,3.7521,3.7146,0.8378095238095238,3.718700000000001,3.7112,0.0396012121026617,3.6436,3.8237,0.741456517390825
NMC,60.0,J3-400,2.1,1.6817,5.0,30.0,24.02428571428572,3.7273,3.7453,3.7558,3.7394,3.7292,3.7115,3.6991,3.7171,3.7261,3.7577,3.7828,3.7487,3.731,3.6966,3.6693,3.7053,3.7248,3.7949,3.8346,3.7658,3.7351,0.8008095238095237,3.737971428571429,3.731,0.0367042932482992,3.6693,3.8346,0.7725187943663195
NMC,61.0,J3-500,2.1,1.4958,5.0,30.0,21.36857142857143,3.7695,3.7875,3.7961,3.7788,3.7717,3.7537,3.7447,3.7624,3.7686,3.8051,3.8219,3.7868,3.7732,3.7375,3.7186,3.7552,3.767,3.8374,3.8718,3.8005,3.7772,0.7122857142857143,3.780247619047619,3.7732,0.0345403332214328,3.7186,3.8718,0.8731023677570504
NMC,62.0,J3-600,2.1,1.301,5.0,30.0,18.585714285714285,3.7955,3.8141,3.8222,3.8039,3.798,3.7791,3.771,3.7899,3.7946,3.8312,3.8473,3.8101,3.7992,3.7617,3.7462,3.7825,3.7934,3.865,3.8975,3.8234,3.8027,0.6195238095238095,3.806119047619048,3.7992,0.0343979740544064,3.7462,3.8975,0.9148452598594669
NMC,63.0,J4-100,2.1,1.8809,5.0,30.0,26.87,3.683,3.7007,3.7109,3.6926,3.6845,3.6666,3.6563,3.6743,3.6821,3.718,3.7375,3.7028,3.6858,3.6492,3.629,3.6662,3.6814,3.7521,3.7896,3.7193,3.6879,0.8956666666666666,3.6938,3.6858,0.0362032180890042,3.629,3.7896,0.8493010972666896
NMC,64.0,J4-200,2.1,1.8001,5.0,30.0,25.715714285714284,3.7,3.7171,3.7292,3.7115,3.7013,3.6833,3.6703,3.6889,3.6985,3.7298,3.7571,3.722,3.7025,3.6693,3.6408,3.6768,3.6979,3.7655,3.8101,3.741,3.7056,0.8571904761904762,3.7104047619047624,3.7025,0.0374466884542608,3.6408,3.8101,0.799076460128166
NMC,65.0,J4-400,2.1,1.6412,5.0,30.0,23.445714285714285,3.7434,3.758,3.7704,3.754,3.7459,3.7292,3.7177,3.7354,3.7422,3.7763,3.7955,3.7624,3.7475,3.7155,3.691,3.7255,3.7413,3.8082,3.8445,3.7788,3.7515,0.7815238095238095,3.754009523809524,3.7475,0.034195890173556,3.691,3.8445,0.825294958969855
NMC,66.0,J4-500,2.1,1.4674,5.0,30.0,20.962857142857143,3.7788,3.7961,3.8042,3.7878,3.781,3.7633,3.7549,3.7726,3.7775,3.8123,3.8284,3.7955,3.7825,3.7478,3.7307,3.7658,3.7763,3.8451,3.8761,3.811,3.7865,0.6987619047619047,3.7892476190476194,3.7825,0.033070857549323,3.7307,3.8761,0.859668452306366
NMC,67.0,J4-600,2.1,1.3856,5.0,30.0,19.794285714285717,3.7924,3.8092,3.8175,3.8002,3.7943,3.7772,3.7689,3.7868,3.7912,3.8265,3.8417,3.8064,3.7958,3.762,3.745,3.7797,3.7903,3.8612,3.8895,3.8194,3.7996,0.6598095238095237,3.802609523809524,3.7958,0.0329272213337521,3.745,3.8895,0.936067677241042
NMC,1.0,D3-100,2.1,1.9155,5.0,35.0,31.925,3.7127,3.7295,3.7406,3.7217,3.714,3.6951,3.6852,3.7044,3.7118,3.7465,3.7679,3.7323,3.7152,3.6805,3.6576,3.6926,3.7112,3.781,3.8203,3.7468,3.718,0.9121428571428573,3.723090476190477,3.7152,0.0364035699452939,3.6576,3.8203,0.8710253294098212
NMC,2.0,D3-200,2.1,1.8499,5.0,35.0,30.831666666666663,3.7282,3.7465,3.7568,3.7391,3.7301,3.7146,3.7003,3.7189,3.7273,3.7633,3.7837,3.7484,3.7313,3.6951,3.6715,3.7084,3.7267,3.7968,3.8352,3.7658,3.7348,0.880904761904762,3.7391809523809534,3.7313,0.0366338043212497,3.6715,3.8352,0.7769973711352974
NMC,3.0,D3-300,2.1,1.8004,5.0,35.0,30.006666666666668,3.7462,3.7642,3.7735,3.7574,3.7484,3.732,3.7199,3.7372,3.7453,3.7782,3.7996,3.7655,3.75,3.7186,3.6923,3.7276,3.7441,3.8123,3.8498,3.7816,3.754,0.8573333333333333,3.757033333333334,3.75,0.0349328832668208,3.6923,3.8498,0.8293104238200929
NMC,4.0,D3-400,2.1,1.7452,5.0,35.0,29.086666666666662,3.763,3.7797,3.7881,3.7717,3.7651,3.7484,3.7397,3.7565,3.762,3.7955,3.8116,3.7794,3.767,3.7341,3.7152,3.7481,3.7611,3.8256,3.8581,3.7934,3.7704,0.831047619047619,3.773033333333333,3.767,0.0321440559564802,3.7152,3.8581,0.8531041994199696
NMC,5.0,D3-500,2.1,1.6421,5.0,35.0,27.36833333333333,3.7806,3.7983,3.8054,3.7887,3.7831,3.7661,3.758,3.7748,3.7797,3.811,3.829,3.7961,3.7847,3.7512,3.7344,3.7692,3.7785,3.8467,3.8755,3.8092,3.7881,0.7819523809523808,3.7908714285714287,3.7847,0.0319738040098006,3.7344,3.8755,0.9143028305896742
NMC,6.0,D3-600,2.1,1.5016,5.0,35.0,25.026666666666667,3.8092,3.8268,3.8337,3.8169,3.811,3.794,3.7868,3.8042,3.8082,3.8436,3.8566,3.8228,3.8123,3.7803,3.7639,3.7986,3.807,3.878,3.9034,3.8352,3.816,0.715047619047619,3.819452380952381,3.8123,0.0320019627374262,3.7639,3.9034,0.9510558312551746
NMC,7.0,D4-100,2.1,1.9134,5.0,35.0,31.89,3.7127,3.731,3.74,3.7224,3.7143,3.696,3.6867,3.705,3.7121,3.7493,3.7664,3.7301,3.7155,3.6786,3.6594,3.6976,3.7115,3.7841,3.8175,3.7459,3.7183,0.9111428571428573,3.7235428571428577,3.7155,0.0358497220551089,3.6594,3.8175,0.8495128850345481
NMC,8.0,D4-200,2.1,1.8448,5.0,35.0,30.746666666666663,3.7286,3.7434,3.7565,3.7388,3.7301,3.7124,3.7013,3.7193,3.7276,3.7605,3.7828,3.7503,3.7317,3.6972,3.6728,3.7093,3.727,3.7903,3.8333,3.7661,3.7351,0.8784761904761904,3.738780952380952,3.7317,0.0354613538806348,3.6728,3.8333,0.7881379538368644
NMC,9.0,D4-300,2.1,1.7955,5.0,35.0,29.925,3.7484,3.7658,3.7751,3.7577,3.7503,3.7338,3.7224,3.7403,3.7472,3.7825,3.8002,3.767,3.7518,3.7193,3.6957,3.731,3.7459,3.8163,3.8495,3.7841,3.7555,0.855,3.759038095238095,3.7518,0.0346255754636724,3.6957,3.8495,0.8179546179670731
NMC,10.0,D4-400,2.1,1.7384,5.0,35.0,28.973333333333333,3.7655,3.78,3.7896,3.7738,3.7679,3.7518,3.7428,3.7586,3.7642,3.7958,3.8123,3.7816,3.7695,3.7369,3.7193,3.7524,3.763,3.8228,3.8569,3.7943,3.7729,0.8278095238095238,3.774852380952381,3.7695,0.0306728156361234,3.7193,3.8569,0.8506287898860646
NMC,11.0,D4-500,2.1,1.6765,5.0,35.0,27.941666666666663,3.7791,3.7949,3.8023,3.7865,3.7806,3.7648,3.7568,3.7726,3.7775,3.8098,3.8247,3.793,3.7828,3.7506,3.7341,3.7667,3.7763,3.8405,3.8687,3.807,3.7862,0.7983333333333333,3.788357142857143,3.7828,0.0305339413019113,3.7341,3.8687,0.87592579053871
NMC,12.0,D4-600,2.1,1.6112,5.0,35.0,26.85333333333333,3.7958,3.8116,3.8188,3.8027,3.7977,3.7813,3.7741,3.7906,3.7946,3.8275,3.8408,3.8085,3.7992,3.7676,3.7524,3.7853,3.7934,3.8597,3.8842,3.8209,3.8023,0.7672380952380952,3.805190476190478,3.7992,0.0302119662511711,3.7524,3.8842,0.919652730630786
NMC,13.0,E3-200,2.1,1.8787,5.0,35.0,31.311666666666667,3.722,3.7394,3.7496,3.7329,3.7236,3.709,3.6951,3.7121,3.7208,3.7552,3.7754,3.7431,3.7251,3.6932,3.6669,3.701,3.7202,3.7813,3.8256,3.7596,3.7282,0.8946190476190476,3.7323476190476184,3.7251,0.0348922429638396,3.6669,3.8256,0.7773323595667295
NMC,14.0,E3-300,2.1,1.8272,5.0,35.0,30.45333333333333,3.741,3.758,3.7679,3.7512,3.7431,3.7264,3.7149,3.7317,3.7397,3.7741,3.793,3.7602,3.7447,3.7112,3.6879,3.7214,3.7388,3.8073,3.842,3.7766,3.7487,0.870095238095238,3.751419047619047,3.7447,0.0346596684786167,3.6879,3.842,0.791861226559457
NMC,15.0,E3-400,2.1,1.7676,5.0,35.0,29.46,3.7614,3.7763,3.7859,3.7704,3.7633,3.7493,3.7385,3.7546,3.7605,3.7906,3.8089,3.7782,3.7651,3.7335,3.7146,3.7465,3.7589,3.8178,3.8538,3.7912,3.7689,0.8417142857142857,3.7708666666666666,3.7651,0.030828158124243,3.7146,3.8538,0.8516719015415669
NMC,16.0,E3-500,2.1,1.6929,5.0,35.0,28.215,3.7769,3.793,3.8008,3.785,3.7791,3.7639,3.7549,3.771,3.776,3.8082,3.8231,3.7912,3.7806,3.7478,3.732,3.7645,3.7744,3.8399,3.8681,3.8076,3.7853,0.8061428571428572,3.786823809523809,3.7806,0.030964494259747,3.732,3.8681,0.8696306041326293
NMC,17.0,E3-600,2.1,1.5726,5.0,35.0,26.21,3.8036,3.8197,3.8268,3.8104,3.8054,3.789,3.7822,3.7986,3.8027,3.8333,3.8488,3.8157,3.8067,3.7741,3.7605,3.7937,3.8017,3.8656,3.8926,3.8278,3.8101,0.7488571428571428,3.812809523809524,3.8067,0.0300551643609198,3.7605,3.8926,0.9358790047382248
NMC,18.0,E4-100,2.1,1.9052,5.0,35.0,31.75333333333333,3.7118,3.7304,3.7397,3.7224,3.7134,3.6948,3.6848,3.7028,3.7109,3.7484,3.7664,3.7307,3.7146,3.6774,3.6576,3.6957,3.7103,3.7847,3.8178,3.75,3.7177,0.9072380952380952,3.722966666666667,3.7146,0.0366286818399643,3.6576,3.8178,0.814972613426544
NMC,19.0,E4-200,2.1,1.8324,5.0,35.0,30.54,3.7292,3.7453,3.7577,3.7403,3.731,3.7134,3.7016,3.7196,3.7282,3.7611,3.7841,3.7496,3.7326,3.7016,3.6728,3.709,3.7273,3.7965,3.8352,3.7695,3.736,0.8725714285714286,3.7400761904761906,3.7326,0.0361024085728625,3.6728,3.8352,0.8040791125529777
NMC,20.0,E4-300,2.1,1.7794,5.0,35.0,29.656666666666663,3.7487,3.7651,3.7763,3.7589,3.7512,3.7335,3.7227,3.7406,3.7478,3.781,3.8017,3.7673,3.7527,3.7177,3.6954,3.7304,3.7462,3.8175,3.8516,3.7834,3.7565,0.8473333333333334,3.7593428571428578,3.7527,0.035128230405595,3.6954,3.8516,0.8296466605072489
NMC,21.0,E4-400,2.1,1.7229,5.0,35.0,28.715,3.7686,3.7853,3.793,3.7769,3.7704,3.7546,3.7459,3.7624,3.7679,3.8008,3.8163,3.7837,3.7723,3.7394,3.722,3.7546,3.7664,3.8327,3.8625,3.7983,3.776,0.8204285714285714,3.778571428571429,3.7723,0.0318200588129114,3.722,3.8625,0.8798765046009414
NMC,22.0,E4-500,2.1,1.6562,5.0,35.0,27.60333333333333,3.7806,3.7965,3.8051,3.7887,3.7828,3.7686,3.7583,3.7754,3.7797,3.8129,3.8281,3.7961,3.7844,3.7515,3.7351,3.7673,3.7788,3.8433,3.8733,3.8085,3.7881,0.7886666666666666,3.7906238095238094,3.7844,0.0312196237126891,3.7351,3.8733,0.8856449595799194
NMC,23.0,E4-600,2.1,1.5474,5.0,35.0,25.790000000000003,3.8064,3.8231,3.8296,3.8132,3.8079,3.7918,3.785,3.8017,3.8054,3.8392,3.8523,3.8185,3.8095,3.7788,3.7627,3.7965,3.8045,3.8674,3.8966,3.8324,3.8126,0.7368571428571429,3.815957142857144,3.8095,0.0302695651014111,3.7627,3.8966,0.9319602829126424
NMC,24.0,H3-100,2.1,1.8995,5.0,35.0,31.65833333333333,3.7124,3.7304,3.74,3.7217,3.714,3.6948,3.6852,3.7041,3.7115,3.7493,3.7667,3.732,3.7152,3.6805,3.6576,3.6935,3.7106,3.7816,3.8185,3.7472,3.7177,0.9045238095238096,3.7230714285714286,3.7152,0.0362428081535791,3.6576,3.8185,0.832462588612199
NMC,25.0,H3-200,2.1,1.8332,5.0,35.0,30.553333333333327,3.7279,3.7459,3.7565,3.7394,3.7298,3.7109,3.6997,3.718,3.7267,3.7608,3.7834,3.7484,3.731,3.6948,3.6703,3.7059,3.7258,3.798,3.8352,3.7689,3.7344,0.8729523809523809,3.7386523809523817,3.731,0.0372011238949526,3.6703,3.8352,0.7618426045492247
NMC,26.0,H3-400,2.1,1.7239,5.0,35.0,28.731666666666666,3.7673,3.7847,3.7927,3.776,3.7695,3.7521,3.7431,3.7599,3.7661,3.798,3.8166,3.7822,3.771,3.7363,3.7186,3.7527,3.7648,3.8312,3.8637,3.7968,3.7748,0.8209047619047619,3.777052380952381,3.771,0.032686000352561,3.7186,3.8637,0.8642983594327317
NMC,27.0,H3-500,2.1,1.6369,5.0,35.0,27.281666666666663,3.7847,3.802,3.8092,3.7918,3.7868,3.7689,3.7614,3.7788,3.7831,3.816,3.8324,3.798,3.7881,3.7558,3.7379,3.7726,3.7819,3.8476,3.8792,3.8104,3.7918,0.7794761904761904,3.794209523809524,3.7881,0.0317063858672335,3.7379,3.8792,0.9276601471244852
NMC,28.0,H3-600,2.1,1.5406,5.0,35.0,25.676666666666662,3.8073,3.8253,3.8312,3.8144,3.8092,3.7909,3.7844,3.802,3.8061,3.842,3.8544,3.8194,3.8104,3.7754,3.7614,3.7971,3.8048,3.8764,3.9009,3.8306,3.8138,0.7336190476190476,3.817019047619048,3.8104,0.0321889828830862,3.7614,3.9009,0.9287386564579646
NMC,29.0,H4-100,2.1,1.8972,5.0,35.0,31.62,3.7165,3.7338,3.7431,3.7255,3.718,3.7,3.6901,3.7087,3.7152,3.7524,3.7692,3.7341,3.7193,3.6833,3.6638,3.7,3.7146,3.7875,3.8194,3.7493,3.722,0.9034285714285714,3.726942857142857,3.7193,0.0354304328428057,3.6638,3.8194,0.8504650754969277
NMC,30.0,H4-200,2.1,1.8208,5.0,35.0,30.346666666666668,3.7351,3.7521,3.7624,3.7459,3.7369,3.7186,3.7081,3.7261,3.7335,3.7679,3.7878,3.7537,3.7385,3.7044,3.6808,3.7162,3.7326,3.8014,3.8374,3.7717,3.7416,0.867047619047619,3.7453666666666665,3.7385,0.0351662954166817,3.6808,3.8374,0.7888234200454352
NMC,31.0,H4-300,2.1,1.757,5.0,35.0,29.28333333333333,3.7602,3.7772,3.7862,3.7692,3.762,3.7441,3.7348,3.7518,3.7583,3.794,3.811,3.7769,3.7639,3.7289,3.709,3.7441,3.7574,3.824,3.8597,3.7924,3.7673,0.8366666666666666,3.7701142857142864,3.7639,0.0338418422328673,3.709,3.8597,0.8329557193620734
NMC,32.0,H4-400,2.1,1.6401,5.0,35.0,27.335,3.7893,3.8054,3.8132,3.7974,3.7912,3.7748,3.7667,3.7828,3.7878,3.8209,3.8361,3.8039,3.7927,3.7586,3.7441,3.7763,3.7868,3.8529,3.8817,3.8182,3.7961,0.7809999999999999,3.7989000000000006,3.7927,0.0314390362447706,3.7441,3.8817,0.8890290744441143
NMC,33.0,H4-500,2.1,1.4317,5.0,35.0,23.861666666666665,3.8302,3.8479,3.8544,3.8371,3.8321,3.8138,3.8073,3.8253,3.829,3.8653,3.8783,3.8433,3.8333,3.7971,3.7841,3.82,3.8278,3.8978,3.9254,3.8557,3.8368,0.6817619047619047,3.840095238095238,3.8333,0.0324783077790465,3.7841,3.9254,0.9145724002235384
NMC,34.0,H4-600,2.1,1.286,5.0,35.0,21.43333333333333,3.8451,3.8631,3.8702,3.8523,3.847,3.8299,3.8216,3.8395,3.8439,3.8814,3.895,3.8581,3.8485,3.811,3.798,3.8352,3.843,3.9174,3.9434,3.8724,3.8516,0.6123809523809524,3.8556,3.8485,0.0336600059417701,3.798,3.9434,0.9344820214125468
NMC,35.0,I3-100,2.1,1.9383,5.0,35.0,32.30499999999999,3.7038,3.7211,3.7317,3.7131,3.705,3.6873,3.6762,3.6951,3.7028,3.7406,3.7589,3.7214,3.7062,3.6737,3.648,3.6864,3.7022,3.7775,3.8113,3.7434,3.7087,0.923,3.714971428571429,3.7062,0.0369231383126778,3.648,3.8113,0.8558394363661586
NMC,36.0,I3-200,2.1,1.8665,5.0,35.0,31.10833333333333,3.7189,3.7357,3.7484,3.7301,3.7208,3.705,3.6892,3.7081,3.7177,3.7552,3.7763,3.7413,3.722,3.6867,3.6585,3.6954,3.7168,3.7921,3.8293,3.7589,3.7251,0.8888095238095238,3.7300714285714287,3.722,0.0383434628438426,3.6585,3.8293,0.7552933573601991
NMC,37.0,I3-300,2.1,1.8076,5.0,35.0,30.12666666666667,3.7394,3.7577,3.7686,3.7506,3.7416,3.7236,3.7115,3.7304,3.7385,3.7751,3.7952,3.7599,3.7437,3.7069,3.6824,3.7202,3.7372,3.8113,3.8476,3.776,3.7478,0.8607619047619047,3.750723809523809,3.7437,0.0370994865835351,3.6824,3.8476,0.7898065732315536
NMC,38.0,I3-400,2.1,1.745,5.0,35.0,29.08333333333333,3.7605,3.7779,3.7865,3.7695,3.7627,3.7465,3.7351,3.7527,3.7586,3.7927,3.811,3.7769,3.7642,3.7317,3.709,3.7444,3.7574,3.829,3.86,3.7912,3.7686,0.830952380952381,3.7707666666666673,3.7642,0.0338951078082565,3.709,3.86,0.8677326321678033
NMC,39.0,I3-500,2.1,1.6856,5.0,35.0,28.093333333333337,3.772,3.7899,3.798,3.78,3.7744,3.7568,3.7472,3.7645,3.7701,3.8058,3.8219,3.7868,3.776,3.7397,3.7224,3.758,3.7689,3.8358,3.8702,3.8014,3.78,0.8026666666666666,3.7818952380952378,3.776,0.0332674537076476,3.7224,3.8702,0.8517793566921995
NMC,40.0,I3-600,2.1,1.6119,5.0,35.0,26.865,3.7946,3.8126,3.8191,3.8017,3.7968,3.7788,3.7713,3.789,3.793,3.8275,3.842,3.8076,3.7983,3.7633,3.7481,3.7834,3.7918,3.8585,3.8885,3.8188,3.8017,0.7675714285714286,3.804114285714286,3.7983,0.0318029446076033,3.7481,3.8885,0.899858203011103
NMC,41.0,I4-100,2.1,1.8945,5.0,35.0,31.575,3.7137,3.731,3.7413,3.7233,3.7152,3.696,3.6864,3.7056,3.7127,3.7481,3.7679,3.732,3.7165,3.6786,3.6594,3.6979,3.7118,3.7872,3.8194,3.7478,3.7189,0.9021428571428572,3.724319047619048,3.7165,0.0364517985708197,3.6594,3.8194,0.8505988647466451
NMC,42.0,I4-200,2.1,1.8275,5.0,35.0,30.45833333333333,3.7289,3.7468,3.7574,3.7397,3.7307,3.7155,3.701,3.718,3.7276,3.7599,3.7844,3.7484,3.7323,3.6988,3.6718,3.7093,3.7267,3.7989,3.8358,3.7658,3.7357,0.8702380952380951,3.7396857142857143,3.7323,0.036477380466726,3.6718,3.8358,0.8194155630308648
NMC,43.0,I4-400,2.1,1.7245,5.0,35.0,28.741666666666664,3.7664,3.7834,3.7918,3.7751,3.7686,3.7518,3.7428,3.7599,3.7651,3.7996,3.8154,3.7819,3.7704,3.7363,3.718,3.7527,3.7642,3.8293,3.8628,3.7961,3.7741,0.8211904761904761,3.776461904761905,3.7704,0.0324761524228236,3.718,3.8628,0.8606816696826571
NMC,44.0,I4-500,2.1,1.6775,5.0,35.0,27.95833333333333,3.7738,3.7909,3.7989,3.7825,3.776,3.7599,3.7506,3.7676,3.7726,3.8054,3.8225,3.7887,3.7779,3.7434,3.7267,3.7596,3.7717,3.8408,3.8693,3.803,3.7816,0.7988095238095237,3.783971428571428,3.7779,0.0324669700288946,3.7267,3.8693,0.892585410311618
NMC,45.0,I4-600,2.1,1.5797,5.0,35.0,26.328333333333333,3.7992,3.8147,3.8231,3.8067,3.8014,3.7837,3.7769,3.7943,3.798,3.833,3.8461,3.812,3.8027,3.7689,3.7543,3.7884,3.7971,3.8668,3.8919,3.8234,3.8058,0.7522380952380953,3.808971428571429,3.8027,0.031619600611917,3.7543,3.8919,0.9464200068624794
NMC,46.0,J1-100,2.1,1.9212,5.0,35.0,32.02,3.7112,3.7292,3.7391,3.7214,3.7131,3.6963,3.6848,3.7031,3.7109,3.7428,3.7655,3.7304,3.7143,3.6821,3.6579,3.6935,3.71,3.7775,3.8163,3.7465,3.7168,0.9148571428571428,3.722033333333334,3.7143,0.0351973199737328,3.6579,3.8163,0.8721028393254948
NMC,47.0,J1-200,2.1,1.8448,5.0,35.0,30.746666666666663,3.7289,3.7465,3.7571,3.7397,3.7307,3.7134,3.7013,3.7186,3.7279,3.7611,3.7837,3.7493,3.732,3.6994,3.6724,3.7087,3.727,3.7943,3.8352,3.7667,3.7354,0.8784761904761904,3.739490476190476,3.732,0.036032206493107,3.6724,3.8352,0.8041446499152484
NMC,48.0,J1-300,2.1,1.7948,5.0,35.0,29.91333333333333,3.7493,3.7664,3.7769,3.7599,3.7515,3.7341,3.7236,3.741,3.7484,3.7819,3.8023,3.7689,3.7534,3.7208,3.6966,3.731,3.7475,3.8141,3.8519,3.7856,3.7574,0.8546666666666666,3.7601190476190487,3.7534,0.0346294761590125,3.6966,3.8519,0.8212120575464631
NMC,49.0,J1-400,2.1,1.7234,5.0,35.0,28.723333333333333,3.772,3.7878,3.7961,3.7803,3.7741,3.7574,3.7487,3.7655,3.7707,3.8023,3.8194,3.7872,3.7757,3.7431,3.7255,3.7586,3.7695,3.833,3.865,3.8023,3.7794,0.8206666666666667,3.7816,3.7757,0.0313879594749324,3.7255,3.865,0.8698876682229486
NMC,50.0,J1-500,2.1,1.6197,5.0,35.0,26.995,3.798,3.8144,3.8216,3.8054,3.7999,3.7831,3.776,3.7921,3.7965,3.8302,3.8436,3.8107,3.8011,3.7689,3.7537,3.7868,3.7955,3.8619,3.8882,3.8247,3.8048,0.7712857142857142,3.807480952380952,3.8011,0.0307783790841496,3.7537,3.8882,0.9068324962700932
NMC,51.0,J1-600,2.1,1.469,5.0,35.0,24.48333333333333,3.8169,3.8333,3.8405,3.8234,3.8185,3.8014,3.7949,3.812,3.8157,3.8501,3.8628,3.8293,3.8197,3.7856,3.7726,3.8073,3.8147,3.8833,3.9081,3.8408,3.8231,0.6995238095238095,3.826380952380953,3.8197,0.0312078935374949,3.7726,3.9081,0.9333573420540412
